smiles,tc,dc
CC(c1cccc(c1C)C)C,7.019e+02,2.730e-01
CC=C(c1ccccc1)C=C,6.985e+02,2.830e-01
C=CC=Cc1ccc(cc1)C,7.190e+02,2.751e-01
CC1=CC(=CC(C1)C(C)C)C,6.979e+02,2.601e-01
CC=CC1C=CC(C=C1)(C)C,6.736e+02,2.668e-01
c1ccc2Cc(c1)cccc2,9.198e+02,3.337e-01
C1CCC(C=C1)C1CCCC1,7.269e+02,2.729e-01
C=CCC1(CC)CCCCC1,6.763e+02,2.635e-01
CC=CC1=CC(CC(=C1)C)(C)C,7.153e+02,2.632e-01
CC/C=C/CC(C=C)(CC)CC,6.520e+02,2.422e-01
O=CC(=O)C,6.308e+02,3.425e-01
CCCOCCOCCO,6.730e+02,2.904e-01
CCCCC(OC=O)(C)C,6.205e+02,2.850e-01
C=CCN(CC=C)CC=C,6.386e+02,2.478e-01
CC1CCC=C(C1)C(O)C,7.122e+02,2.866e-01
COC(CCOC(=O)C)C,6.345e+02,3.030e-01
CC1CCCC(N1C)(C)C,6.430e+02,2.682e-01
O=C1CCC2CC1CCC2,7.277e+02,3.195e-01
CN(CCC(N(C)C)C)C,6.437e+02,2.521e-01
CC1CC(O)C(CC1C)C,6.789e+02,2.820e-01
COCCC(CC(C)C)C,6.221e+02,2.485e-01
CCC1(O)CCCCC1C,6.775e+02,2.806e-01
CC(C=CC(=O)C(C)C)C,6.385e+02,2.591e-01
O=CC(c1ccccc1)C,7.193e+02,3.026e-01
OCC(c1ccccc1)C,7.413e+02,3.008e-01
CCOCCOCC(C)C,5.889e+02,2.619e-01
CC(COC(=O)C(C)C)C,6.056e+02,2.744e-01
CCC(CC(C)C)(OC)C,6.114e+02,2.591e-01
CN(C1CCCCC1C)C,6.675e+02,2.646e-01
CC(C1(C)CCC=CC1)O,7.082e+02,2.913e-01
COC(=O)CCC(=O)OC,6.805e+02,3.347e-01
CNC(CC(C)(C)C)(C)C,6.287e+02,2.511e-01
COC(CCCC(C)C)C,6.115e+02,2.470e-01
COC(=O)C1CCC=CC1,6.925e+02,3.130e-01
COC(CC(C)(C)C)(C)C,6.104e+02,2.603e-01
COc1ccccc1CO,8.037e+02,3.285e-01
OCC(C(C)C)CC(C)C,6.585e+02,2.592e-01
CCCC1(O)CCCC(C1)C,6.820e+02,2.695e-01
CC(=CC(=O)C(C)C)C(C)C,6.898e+02,2.627e-01
CCCCCCC(OC)CC,6.276e+02,2.507e-01
CC(C1(O)CCCCC1)(C)C,6.936e+02,2.782e-01
CCCC(CCOC(=O)C)C,6.529e+02,2.714e-01
OCCOCCOCC(C)C,6.887e+02,2.757e-01
CCCCN(CCCNC)C,6.789e+02,2.425e-01
CCCCOC(C(=O)CC)C,6.348e+02,2.726e-01
CCC(C(CC(C)(C)C)O)C,6.485e+02,2.518e-01
CCC(CCC(C)(C)C)CO,6.637e+02,2.521e-01
CCCCCCC=CCC=O,6.812e+02,2.583e-01
CCCCCCCC=CC=O,6.892e+02,2.558e-01
CC(CCOC(=O)C(O)C)C,7.223e+02,2.859e-01
CC(CCC(C(C)(C)C)O)C,6.516e+02,2.466e-01
CCCCC(COCC)CC,6.221e+02,2.430e-01
CC1CCC(CC1)(O)C(C)C,6.737e+02,2.724e-01
C=CC(=O)OCCOC(=O)C=C,6.973e+02,3.232e-01
CCCCCCC(OCC=C)C,6.346e+02,2.477e-01
CC(CO[C@@H]1OCC[C@@H](C1)C)C,6.563e+02,2.735e-01
CCOCCOCCOC(=O)C,6.563e+02,3.005e-01
CCCC(C(C)(C)C)(CCC)O,6.672e+02,2.550e-01
CC(COC(=O)OCC(C)C)C,6.561e+02,2.842e-01
CC1OC(C)OC(C1)OC(=O)C,7.340e+02,3.319e-01
CCOCC(COC(C)(C)C)O,6.505e+02,2.725e-01
CC(C(=O)OC1CCCCC1)C,6.673e+02,2.861e-01
CCC=CCCCN(CC)CC,6.673e+02,2.350e-01
CCCC(CCCC(C)C)(O)C,6.652e+02,2.495e-01
COC(c1ccccc1)(OC)C,7.120e+02,3.066e-01
CCCC(OCCC)OCCC,6.117e+02,2.599e-01
C=CC(C1CCC=CC1)OC(=O)C,7.281e+02,2.935e-01
CCCCCCCCOC(C)(C)C,6.583e+02,2.352e-01
COC(=O)CC(CC(=O)OC)(C)C,7.166e+02,3.114e-01
CC(CC(CC(OC(=O)C)C)C)C,6.663e+02,2.645e-01
CCCCOC(CC(C)(C)C)(C)C,6.589e+02,2.495e-01
CC1CCC(C(C1)OC(=O)C)C(C)C,7.370e+02,2.777e-01
OCCO,7.749e+02,3.359e-01
CC(=O)C(=O)C,6.449e+02,3.203e-01
COCCC=C,5.207e+02,2.670e-01
CC(C=C)OC,5.101e+02,2.703e-01
OC(C=O)CO,8.841e+02,3.788e-01
OCCCC=O,7.357e+02,3.120e-01
OCC(O)(C)C,6.807e+02,3.055e-01
NC/C=C/CN,6.944e+02,2.810e-01
CCCC(CO)O,7.005e+02,2.918e-01
C=CCCC(N)C,5.832e+02,2.550e-01
C=C1CCOCC1,5.874e+02,3.082e-01
O=CCCC(=C)C,6.116e+02,2.770e-01
C=CCCOC=O,5.882e+02,3.066e-01
COC(=O)C(=O)C,6.482e+02,3.470e-01
OCCC(CO)C,7.511e+02,2.965e-01
OCC(C(C)C)O,6.966e+02,2.917e-01
NCC1CCCC1,6.298e+02,2.789e-01
O=C1CC=CC=C1,7.116e+02,3.220e-01
CC1CC=CC=C1,5.930e+02,2.797e-01
CC1OCCC=C1,5.936e+02,2.978e-01
COCC(O)(C)C,5.851e+02,2.888e-01
C=CC(=C)C(C)C,5.502e+02,2.486e-01
CN(CN(C)C)C,5.792e+02,2.563e-01
C1CCCOCOC1,5.973e+02,3.258e-01
C1OCCOCCO1,6.132e+02,3.643e-01
CC1(O)CCOCC1,6.474e+02,3.270e-01
CCCCC(=C)C=O,6.338e+02,2.686e-01
CCOCC(=O)CC,6.118e+02,2.818e-01
O1COCOCOC1,6.207e+02,4.182e-01
COCCCCOC,5.877e+02,2.789e-01
OC1CCC(CC1)O,7.841e+02,3.233e-01
CC(OC)CCCO,6.463e+02,2.904e-01
OC1CCCCC1O,7.486e+02,3.233e-01
CCC(CC=O)(C)C,6.104e+02,2.653e-01
C1CC2CCC(C1)C2,6.161e+02,2.882e-01
COC(=O)C(=O)OC,6.551e+02,3.654e-01
NOc1ccccc1,6.796e+02,3.400e-01
C=CC1OCCCO1,6.229e+02,3.194e-01
CCCC(C(=C)C)O,6.253e+02,2.636e-01
OCCCCC(=C)C,6.606e+02,2.650e-01
CC(C=C)OC(=O)C,5.960e+02,2.885e-01
C=CC1CCOCO1,6.095e+02,3.326e-01
CCC(=CC)C(=O)C,6.525e+02,2.646e-01
CC1CCCN(C1)C,6.124e+02,2.720e-01
COC(CC=C)OC,5.808e+02,2.830e-01
CC=CC=CC(C)C,5.782e+02,2.449e-01
C=C1CCCCCC1,6.230e+02,2.740e-01
CC(C1CCCC1)O,6.518e+02,2.859e-01
OCCC(CC)(O)C,7.166e+02,2.923e-01
CC1(C)OCCCO1,5.858e+02,3.234e-01
CC(C=C)OCCO,6.468e+02,2.863e-01
OCC1CCNCC1,7.405e+02,3.126e-01
CC1(C)COCCO1,5.666e+02,3.186e-01
CC1(C)COCOC1,5.576e+02,3.212e-01
OCCC(C(O)C)C,7.353e+02,2.874e-01
CC(CC(O)(C)C)O,7.037e+02,2.907e-01
C=CC(=O)OC(C)C,5.756e+02,2.903e-01
OCC1OCCCO1,7.077e+02,3.565e-01
CCCC(OC)(C)C,5.585e+02,2.582e-01
CCC(C(C)(C)C)N,5.824e+02,2.587e-01
CCC1=CCC=CC1,6.232e+02,2.740e-01
CC1(N)CCCCC1,6.091e+02,2.879e-01
NC(C(C)C)C(C)C,5.963e+02,2.521e-01
OCC(C(C)C)(O)C,6.874e+02,2.911e-01
COC/C=C\COC,6.300e+02,2.851e-01
OCC(C(O)(C)C)C,7.269e+02,2.936e-01
OCC(C(O)C)(C)C,7.128e+02,2.915e-01
OCC1=CCCCC1,7.171e+02,2.960e-01
COC(C(C)C)(C)C,5.616e+02,2.640e-01
COC(=O)CN(C)C,6.279e+02,3.016e-01
COC(C(C)C)OC,5.552e+02,2.807e-01
CC1C2CCC1CC2,6.045e+02,2.800e-01
C=CCCCN(C)C,5.872e+02,2.471e-01
CC12CCC(C2)CC1,5.737e+02,2.803e-01
COC(=O)C(CO)O,8.480e+02,3.685e-01
CC(C(C(=O)C)C)O,7.075e+02,2.966e-01
OC/C=C\C(O)(C)C,8.367e+02,3.081e-01
OC1C=CC(=O)C=C1,8.908e+02,3.503e-01
O=CC1(C)CCCC1,6.161e+02,2.919e-01
C=CC(=C)C(C)(C)C,5.685e+02,2.502e-01
CC(NCC(C)C)C,5.645e+02,2.458e-01
CCCCC=CC=CC,6.075e+02,2.424e-01
CCCC1CCCCN1,6.400e+02,2.662e-01
Cc1cc(C)cc(c1)N,7.524e+02,2.961e-01
CCOCCCOCC,5.724e+02,2.678e-01
C=CCC(C(O)C)CC,6.469e+02,2.544e-01
C1CC2CCC(C1)CC2,6.403e+02,2.914e-01
CCC(CC=C)(CC)O,6.244e+02,2.625e-01
CCCC(CC(=O)C)O,7.129e+02,2.868e-01
CCCCCC(=C)C=C,6.116e+02,2.417e-01
COCCC(COC)O,6.693e+02,3.034e-01
OCCCCC(O)(C)C,7.351e+02,2.845e-01
CCOCOC(=O)CC,5.921e+02,3.050e-01
C1=CCC2CC(C1)CC2,6.884e+02,2.884e-01
NCC1CCCCCC1,6.954e+02,2.787e-01
CCCC(OCC)(C)C,5.676e+02,2.517e-01
CCOC(CC)(CC)C,5.657e+02,2.569e-01
CCC(C=C(C)C)(O)C,6.369e+02,2.594e-01
COC(CC(=O)OC)C,6.242e+02,3.073e-01
CC=CC(C(C)(C)C)O,6.196e+02,2.616e-01
CC1(C)OCCCCO1,6.147e+02,3.086e-01
CC=CC(=O)C(C)(C)C,6.234e+02,2.668e-01
C=CCC(C(C=C)C)O,6.331e+02,2.667e-01
CC(C1OCCCO1)C,5.965e+02,3.081e-01
CC1(N)CCCCCC1,6.604e+02,2.833e-01
OCC1CCCCCC1,7.120e+02,2.855e-01
CC1CC2CCC1CC2,6.275e+02,2.886e-01
OCCC(C(O)(C)C)C,7.426e+02,2.847e-01
COC(=O)CC(C)(C)C,5.947e+02,2.891e-01
CC12CCCC(C2)CC1,6.209e+02,2.809e-01
CC1CCC2CC1CC2,6.516e+02,2.772e-01
COC(CC(C)C)OC,5.923e+02,2.742e-01
COC(=O)C(N(C)C)C,6.188e+02,2.953e-01
OCCOCC(CC)C,6.534e+02,2.678e-01
CC(CC(O)(C)C)(O)C,7.024e+02,2.872e-01
C=CCCCCN(C)C,6.174e+02,2.437e-01
CC12CCC(CC1)CC2,6.066e+02,2.848e-01
CC(=C)CCOC(=O)C,6.292e+02,2.864e-01
C/C=C/C(=O)OC(C)C,6.087e+02,2.846e-01
CN(CCCC(=O)C)C,6.602e+02,2.717e-01
CC1CCC(CC1)(C)N,6.462e+02,2.790e-01
CC=CC1CCOCO1,6.230e+02,3.147e-01
C=CC1(C)CCOCO1,6.209e+02,3.159e-01
CC12CCCC2CCC1,6.240e+02,2.824e-01
CC1=CC2CCC1CC2,6.379e+02,2.885e-01
OCCC1=CCCCC1,7.222e+02,2.974e-01
CC(=C)COC(C)(C)C,5.697e+02,2.529e-01
COC(C(C)(C)C)OC,5.798e+02,2.785e-01
CCC(OC(C)C)(C)C,5.619e+02,2.531e-01
CC(NC(C)(C)C)(C)C,5.830e+02,2.536e-01
COC(=O)C(OC)(C)C,5.958e+02,3.089e-01
OCC1CC2CC1CC2,7.088e+02,3.041e-01
CC(OCOC(C)C)C,5.488e+02,2.648e-01
CCC(=O)CCC(=O)CC,7.067e+02,2.807e-01
CC1CCCCCCCC1,6.793e+02,2.693e-01
C1CCC2(C=C1)CCCC2,6.744e+02,2.800e-01
CCCC(=O)OC(C)(C)C,5.849e+02,2.779e-01
C1CC2CCCC(C1)CC2,7.022e+02,2.852e-01
Cc1ccc(c(c1O)C)C,7.752e+02,2.971e-01
O1COCOCOCOC1,7.004e+02,4.060e-01
CC(=C)C(=O)OC(C)(C)C,5.919e+02,2.818e-01
CC(CCCC(O)(C)C)O,7.150e+02,2.813e-01
O=COCCCCOC=O,7.384e+02,3.386e-01
CC(=O)OCC(C(C)C)C,6.292e+02,2.737e-01
CCC/C=C/COC(=O)C,6.263e+02,2.779e-01
CC=CC=CCOC(=O)C,6.449e+02,2.865e-01
O1CCc2c(C1)cccc2,7.499e+02,3.265e-01
CCC(C(C(C)C)O)(O)C,6.847e+02,2.754e-01
C1CC=CCCCC=CC1,7.279e+02,2.791e-01
CCC(OC(=O)C)(CC)C,5.931e+02,2.793e-01
C=CCCC(=O)C(C)(C)C,6.354e+02,2.642e-01
CC(=O)c1ccccc1O,8.421e+02,3.328e-01
CCC(OC(=O)C)(C=C)C,6.157e+02,2.758e-01
C1CC2C(C1)C1CC2CC1,7.005e+02,2.958e-01
CC1(C)CCOC(O1)(C)C,6.130e+02,2.957e-01
CC1CC(=O)C(CC1C)C,6.859e+02,2.850e-01
CC1C=C(C)CC(C1)(C)O,6.867e+02,2.829e-01
C1C=CC2N(C1)CC=CC2,7.608e+02,2.971e-01
OCCN(C(C)C)C(C)C,6.769e+02,2.667e-01
CC1(C)C=CC2CC1CC2,6.618e+02,2.865e-01
C1CCC2=C(C1)CCCC2,7.100e+02,2.884e-01
C=CC(C1CCC=CC1)O,7.388e+02,2.946e-01
CCC(=C(C(=C)CC)C)C,6.526e+02,2.456e-01
COC(=O)C=CC=C(C)C,6.856e+02,2.888e-01
CC1C=CCCC=CC1C,6.754e+02,2.715e-01
NCCN1CCN(CC1)C,7.522e+02,2.760e-01
CC(C12CCC(C2)CC1)O,6.753e+02,3.032e-01
CC12CCCC2CC=CC1,6.696e+02,2.893e-01
CC(C(=O)OCC=C)CO,7.215e+02,3.076e-01
CC1=CCC(C(=C)C=C1)C,7.105e+02,2.729e-01
C1CCC2(CC1)CCCCC2,7.008e+02,2.801e-01
CCCCC(OCC)OCC,5.951e+02,2.646e-01
C=CC(=O)OC1CCCCC1,6.719e+02,3.060e-01
COC(=O)Cc1ccccc1,7.232e+02,3.200e-01
CCCCCCOC(=O)CO,7.340e+02,2.927e-01
CCCCOCCOC(=O)C,6.426e+02,2.840e-01
CCCCOC(OC(=O)C)C,6.444e+02,2.858e-01
C1CCC2(CC1)CCC=CC2,7.111e+02,2.907e-01
COC(=O)CCCC(=O)OC,7.033e+02,3.180e-01
O=CCC(CCC=C(C)C)C,6.937e+02,2.594e-01
O=CCC(CCCC(=C)C)C,6.918e+02,2.590e-01
C1CCC(CC1)C1CCCC1,7.243e+02,2.709e-01
C1CC2CCCC(C1)CCC2,7.177e+02,2.791e-01
CC1(C)CCCCCCCC1,7.012e+02,2.640e-01
O=CCC(CCC(C)C)(C)C,6.617e+02,2.572e-01
COC(=O)c1ccccc1O,8.189e+02,3.557e-01
COCCOC1CCCCO1,6.561e+02,3.074e-01
CCCCC(CCC)(C=C)C,6.303e+02,2.403e-01
CCCCCCC(COC)C,6.340e+02,2.474e-01
C=CC(CCCC(O)(C)C)C,6.581e+02,2.532e-01
CC=C(CCCC(O)(C)C)C,6.712e+02,2.592e-01
CCCCCOCCOCC,6.204e+02,2.542e-01
CC(=O)OCCCOC(=O)C,6.978e+02,3.252e-01
CCCCC1(C)OCCCO1,6.528e+02,2.889e-01
CCOC(=O)CC(C(C)C)C,6.501e+02,2.763e-01
NC1CCC(CC1)C(C)(C)C,6.979e+02,2.718e-01
CC12CCCCC2CCCC1,7.010e+02,2.839e-01
C=CC(OC(=O)C)OC(=O)C,6.402e+02,3.238e-01
CC1(C)CCCC=CCCC1,7.236e+02,2.634e-01
COC(CCC(O)(C)C)(C)C,6.640e+02,2.709e-01
C=CC(=O)OC(CC(C)C)C,6.371e+02,2.770e-01
CCN(CN(CC)CC)CC,6.618e+02,2.399e-01
CC1CC(C)(O)C(CC1C)C,7.058e+02,2.783e-01
O1COCC2(C1)COCOC2,7.072e+02,3.795e-01
CC(CCOCC=C(C)C)C,6.416e+02,2.483e-01
C=CC(OCCC(C)C)(C)C,6.184e+02,2.485e-01
CC(C1(C)OCCCO1)(O)C,6.880e+02,3.234e-01
NCC(N1CCCCC1)(C)C,7.205e+02,2.768e-01
CC1=CCCCC1C(=O)OC,7.010e+02,3.044e-01
C=CC1C=CC(C=C1C)(C)C,6.655e+02,2.699e-01
CC(=C)COC(=O)C(O)(C)C,6.829e+02,3.009e-01
O=C(CC(O)(C)C)CC(O)(C)C,7.689e+02,3.114e-01
CCCCC(OC=O)CCCC,6.667e+02,2.676e-01
CCCOC(=O)C(=O)OCCC,7.073e+02,2.971e-01
C1CC2C(C1)C1CCCC1CC2,7.641e+02,2.831e-01
O=C(C(=C)C)OC1CCCCC1,6.803e+02,2.899e-01
CCC(COC(=O)C)(CC)CC,6.553e+02,2.728e-01
CCCCC(N(CC)CC)CC,6.604e+02,2.391e-01
CCCCCOC(=O)C=C(C)C,6.923e+02,2.713e-01
CCCCOC(CC(=O)C)(C)C,6.698e+02,2.711e-01
CCOC(C(C)(C)C)(OCC)C,6.166e+02,2.657e-01
COC(=O)CC(CC(=C)C)(C)C,6.894e+02,2.771e-01
C1CC=CCCC=CCCC=C1,7.594e+02,2.724e-01
CC(C=C(C(C)(C)C)C(C)C)C,6.541e+02,2.448e-01
CC1(CC=C)CCCC(C1=O)C,7.097e+02,2.769e-01
C=CCNC(CC(C)(C)C)(C)C,6.669e+02,2.467e-01
CCCCOC(C(=O)CCCC)C,6.745e+02,2.587e-01
CC(=O)OCCCc1ccccc1,7.448e+02,3.020e-01
CCCC(OC(=O)C)COC(=O)C,6.664e+02,2.982e-01
C=CC(C(CCCC(C)C)C)(O)C,6.974e+02,2.517e-01
CC/C=C\CCCCOC(=O)CC,6.941e+02,2.671e-01
COC(=O)CCC(=O)OC(C)(C)C,6.798e+02,3.051e-01
CC(=O)OC(C(OC(=O)C)(C)C)C,6.636e+02,3.043e-01
CCOC(=O)C(CCC)(CCC)C,6.631e+02,2.642e-01
CC(=CC(=O)C(C)(C)C)C(C)(C)C,7.100e+02,2.673e-01
CC1(C)COC2(OC1)CCCCC2,6.998e+02,3.083e-01
CC(OC(=O)C1CC=CCC1C)C,7.113e+02,2.846e-01
O=C(C(=O)OC(C)(C)C)OC(C)(C)C,6.544e+02,3.011e-01
CC(COCCCCOCC(C)C)C,6.630e+02,2.474e-01
C=CC(OC(=O)C)(CCC=C(C)C)C,7.043e+02,2.678e-01
C/C(=C/COC(=O)C)/CCC=C(C)C,7.140e+02,2.752e-01
CCC(CO)O,6.950e+02,3.046e-01
CC=CC(C)C,5.011e+02,2.376e-01
CC(OC)CO,6.139e+02,2.944e-01
CC=C(C=C)C,5.387e+02,2.497e-01
CC(C=O)CO,7.259e+02,3.138e-01
CCCC=CCC,5.317e+02,2.385e-01
CCCC=CCO,6.470e+02,2.654e-01
CCC(CC)CC,5.269e+02,2.424e-01
CCC=CCC=C,5.378e+02,2.424e-01
CCCC=CC=C,5.508e+02,2.417e-01
CCC(C(O)C)O,6.760e+02,2.942e-01
CC=CC=CCO,6.774e+02,2.683e-01
O=CCC(C=C)C,5.971e+02,2.699e-01
COCC(=O)OC,5.957e+02,3.327e-01
CCC=C(CO)C,6.478e+02,2.690e-01
CCC(=C)CC=C,5.450e+02,2.450e-01
CCC=CC(=C)C,5.607e+02,2.484e-01
CC=CC=C(C)C,5.673e+02,2.487e-01
C=CC(C(C)C)O,6.061e+02,2.622e-01
C=CCC=C(C)C,5.567e+02,2.415e-01
CC=CC(C)(C)C,5.209e+02,2.429e-01
C=CC(=C(C)C)C,5.783e+02,2.489e-01
C=C1CCC=CC1,6.005e+02,2.765e-01
CCC(=C)C(=C)C,5.634e+02,2.492e-01
CCCCCC=CC,5.687e+02,2.365e-01
OCCCCC=CC,6.482e+02,2.645e-01
CC=CCCC=CC,5.695e+02,2.408e-01
CNc1ccccc1,7.079e+02,3.028e-01
Cc1ccc(cc1)N,7.333e+02,3.071e-01
CC(CC)CCC=O,6.205e+02,2.611e-01
CCCC(C=CC)C,5.679e+02,2.356e-01
CCC/C=C\CCO,6.613e+02,2.657e-01
CCCNC(CC)C,5.725e+02,2.453e-01
CCCC=C(CO)C,6.642e+02,2.614e-01
CC1CCCCN1C,6.136e+02,2.701e-01
C=CCCC=C(C)C,5.817e+02,2.427e-01
CC/C=C\C(CC)C,5.660e+02,2.393e-01
CCC(=C)C(=C)CC,5.921e+02,2.458e-01
CCC(C(O)C)(O)C,6.639e+02,2.920e-01
CCCC(CO)(O)C,6.856e+02,2.860e-01
CCC(C(O)(C)C)O,6.573e+02,2.939e-01
CC(=CCC(=C)C)C,5.962e+02,2.438e-01
C=CC=CC(=CC)C,6.073e+02,2.500e-01
CCCOCCOC,5.634e+02,2.745e-01
CCC1=CCCC=C1,6.363e+02,2.754e-01
C=CC(C(C=C)C)C,5.600e+02,2.477e-01
C/C=C/CC(C)(C)C,5.484e+02,2.412e-01
C=CC=CC(C)(C)C,5.586e+02,2.449e-01
CCCCNC(C)C,5.707e+02,2.433e-01
CC1CC2CC1CC2,6.021e+02,2.842e-01
CC(=C)C=CC(=C)C,6.120e+02,2.531e-01
CC1(C)C=CCC=C1,6.073e+02,2.739e-01
CC1=CCC=CC=C1,6.756e+02,2.856e-01
CCC(=C)C(=CC)C,5.955e+02,2.488e-01
CCC(=C)C=C(C)C,5.955e+02,2.442e-01
C/C=C\1/CCCC=C1,6.505e+02,2.729e-01
CC1(C)CC=CC=C1,6.036e+02,2.743e-01
CC1CCCC(=C)C1,5.998e+02,2.655e-01
CC1CCCCC1=C,6.057e+02,2.684e-01
CC(NCC(O)C)C,6.344e+02,2.689e-01
C=C1C=CC=CC=C1,7.069e+02,3.055e-01
COC(=O)C(O)(C)C,6.707e+02,3.225e-01
C=C1CCCC=C1C,6.592e+02,2.769e-01
C/C=C/COCCO,6.645e+02,2.851e-01
CCCCCC(=O)C=C,6.487e+02,2.610e-01
CCCCC=CCC=C,5.922e+02,2.390e-01
CC=CCCCC(C)C,5.912e+02,2.360e-01
CCCCC(C=CC)C,5.884e+02,2.348e-01
C=CCCCCC(C)C,5.868e+02,2.371e-01
CCCN1CCNCC1,6.701e+02,2.745e-01
CCC(OC(C)(C)C)C,5.558e+02,2.542e-01
CCC(CC(C=O)C)C,6.276e+02,2.626e-01
CCCC(C(=O)CC)C,6.220e+02,2.585e-01
CCCC(CC(=O)C)C,6.326e+02,2.598e-01
CCC1CCCC(C1)O,6.830e+02,2.815e-01
C=CCCCC(C)(C)C,5.817e+02,2.396e-01
CCCC=CC(=CC)C,6.235e+02,2.396e-01
CC=CC=CCC(C)C,6.063e+02,2.379e-01
CCC1CCCCC1=O,6.705e+02,2.873e-01
CCC1CCCC(=O)C1,6.668e+02,2.933e-01
CCC(CC(=O)C)(C)C,6.250e+02,2.667e-01
CCC(CC(O)(C)C)O,6.988e+02,2.880e-01
COC(=O)CC=CC=C,6.384e+02,2.940e-01
C=CCC(C(C)(C)C)C,5.924e+02,2.430e-01
CC(C=CC(C)(C)C)C,5.605e+02,2.356e-01
CC1CCC(C(C1)O)C,6.629e+02,2.871e-01
CC(C1CCCC1)(O)C,6.636e+02,2.836e-01
C=CC(CC(C)(C)C)C,5.832e+02,2.400e-01
CC=C(C(CC)(C)C)C,5.935e+02,2.499e-01
CCC(=CC(C)(C)C)C,5.860e+02,2.467e-01
C=CCC(C(C)C)(C)C,6.045e+02,2.405e-01
CCCOCCC(C)C,5.800e+02,2.470e-01
CCC(CC(=O)OC)C,6.111e+02,2.827e-01
CCCC(C(=O)OC)C,5.942e+02,2.812e-01
CCC(=C(CC)C)CC,6.180e+02,2.428e-01
CCN1CCCCC1C,6.320e+02,2.668e-01
CCC(=CC(C)C)C=O,6.348e+02,2.632e-01
CC1=C(C)CCCCC1,6.638e+02,2.741e-01
CCC(=CC(=CC)C)C,6.212e+02,2.448e-01
CC=CC(C(C=C)C)C,5.799e+02,2.429e-01
CC(CC=CC(=C)C)C,6.104e+02,2.415e-01
CC1CCCC(C1)(C)O,6.365e+02,2.858e-01
C=CC1CCC(=CC1)C,6.423e+02,2.665e-01
CCC1CC2CC1CC2,6.351e+02,2.730e-01
OCC(C(CC)(O)C)C,7.143e+02,2.877e-01
CCC(OC(C=C)C)C,5.726e+02,2.545e-01
CCC/C=C(/C(=O)C)\C,6.462e+02,2.668e-01
CC1CC(C)CC(=O)C1,6.654e+02,2.846e-01
C=CC1CCC(CC1)C,6.222e+02,2.604e-01
CCC(=C)CCC(C)C,5.963e+02,2.408e-01
CCCNCCC(C)C,6.151e+02,2.383e-01
CCC1(C)CCC=CC1,6.263e+02,2.721e-01
CCCCN(CCC)C,6.082e+02,2.389e-01
CCC1=CC(CCC1)C,6.276e+02,2.619e-01
CCCCNCC(C)C,6.133e+02,2.368e-01
CC1CC(C(C1)(C)C)C,5.812e+02,2.576e-01
CCC(NCC(C)C)C,5.931e+02,2.395e-01
CC=C1CCCC(C1)C,6.348e+02,2.623e-01
CC1C2CCC1(C)CC2,6.034e+02,2.744e-01
CCC1(CCCC1)C=O,6.385e+02,2.888e-01
CC=C(C(C)C)C(C)C,5.975e+02,2.432e-01
COC(OC(OC)C)C,5.763e+02,2.992e-01
C=CC(=C)CC(C)(C)C,6.083e+02,2.494e-01
CCCN(CC(C)C)C,6.065e+02,2.374e-01
CC1CCC(C(=C)C1)C,6.326e+02,2.575e-01
CC1CC(=CC(=C)C1)C,6.551e+02,2.682e-01
CC(=C)COCC(=C)C,6.127e+02,2.589e-01
CCCCCCC(=O)CC,6.472e+02,2.542e-01
CCCCCC(=O)CCC,6.504e+02,2.520e-01
CCCOc1ccccc1,6.654e+02,2.964e-01
CCCCOC(=O)CCC,6.298e+02,2.701e-01
CCCCCCC=C(C)C,6.291e+02,2.360e-01
CCCC(C(CCC)C)O,6.503e+02,2.502e-01
CCC(CCC(O)C)CC,6.524e+02,2.528e-01
CCCCC(CC(C)C)O,6.399e+02,2.552e-01
CCc1cccc(c1)CC,6.546e+02,2.715e-01
C=CCC=CCCC(O)C,6.654e+02,2.591e-01
CC(CCCCC(=O)C)C,6.548e+02,2.542e-01
CCCCC(CC(=O)C)C,6.492e+02,2.608e-01
CCCC(=O)CCC(C)C,6.489e+02,2.514e-01
CCCCC(=O)CC(C)C,6.494e+02,2.519e-01
CCCCOC(C(=O)C)C,6.327e+02,2.710e-01
CCCC(=O)C(CC)CC,6.465e+02,2.505e-01
CCCCC(C(=O)CC)C,6.351e+02,2.597e-01
CCOC(=O)CCC(=O)C,6.950e+02,3.068e-01
C=CC(CCCC(C)C)C,6.118e+02,2.367e-01
CCCC=CC(=CC)CC,6.352e+02,2.432e-01
CC(CCCC=C(C)C)C,6.222e+02,2.393e-01
CCCCC(CC=C)(O)C,6.465e+02,2.591e-01
CC(Cc1ccccc1)N,7.127e+02,2.892e-01
CCC=Cc1ccccc1,6.863e+02,2.704e-01
CCC(=C)c1ccccc1,6.552e+02,2.806e-01
CCOC(=O)C(CC)CC,6.147e+02,2.762e-01
CCCC=CC(=O)C(C)C,6.464e+02,2.604e-01
CCC(CC(C=O)CC)C,6.498e+02,2.560e-01
CCC(CCC(O)(C)C)C,6.377e+02,2.551e-01
COC(c1ccccc1)C,6.653e+02,2.943e-01
CCCCC(C(O)(C)C)O,6.815e+02,2.775e-01
CCOC(=O)CC(CC)C,6.254e+02,2.738e-01
CCCOC(=O)C(CC)C,6.182e+02,2.723e-01
CCC(=O)C(CC(C)C)C,6.378e+02,2.600e-01
CCc1ccc(cc1)OC,7.113e+02,2.931e-01
