smiles,tc,dc
N[C@@H]1CCCC[C@H]1N,7.111e+02,3.052e-01
CN1CCN(CC1)C,6.511e+02,2.747e-01
C[C@@H]1NC[C@@H](NC1)C,6.486e+02,2.884e-01
C[C@@H]1NC[C@H](NC1)C,6.518e+02,2.843e-01
CC1CNCC(N1)C,6.415e+02,2.938e-01
CN1CCNCCC1,6.771e+02,2.871e-01
NCC1CCNCC1,7.137e+02,2.936e-01
N[C@H]1CCCC[C@@H]1N,6.992e+02,3.022e-01
NC1CCCCC1N,6.943e+02,3.035e-01
CC1NCC(NC1)C,6.486e+02,2.883e-01
CCN1CCNCC1,6.560e+02,2.789e-01
NC1CCCC(C1)N,6.978e+02,3.020e-01
CCOC(OCC)C,5.293e+02,2.787e-01
CCCCOCCO,6.382e+02,2.797e-01
CC(OCC(O)C)C,5.937e+02,2.832e-01
OCCOCC(C)C,6.272e+02,2.809e-01
CCCOCC(O)C,6.073e+02,2.823e-01
CCOCCOCC,5.459e+02,2.749e-01
OCCC(OC)(C)C,6.531e+02,2.919e-01
COCCC(OC)C,5.753e+02,2.803e-01
OCCOC(CC)C,6.251e+02,2.818e-01
CCCOCCCO,6.394e+02,2.857e-01
NCCCCCCO,7.417e+02,2.766e-01
OCC(CC(C)C)N,6.881e+02,2.770e-01
CCCCC(CN)O,6.797e+02,2.737e-01
OCCNC(C)(C)C,6.582e+02,2.744e-01
OCCN(CC)CC,6.609e+02,2.673e-01
CCOCCN(C)C,5.760e+02,2.624e-01
OCCNCC(C)C,6.725e+02,2.720e-01
CCCCC(CO)N,6.868e+02,2.781e-01
OCC(N(C)C)(C)C,6.478e+02,2.806e-01
CC[C@@H]([C@@H](CO)N)C,6.879e+02,2.783e-01
NCCCOC(C)C,6.046e+02,2.685e-01
OC[C@H](C(C)(C)C)N,6.811e+02,2.820e-01
OC[C@@H](CC(C)C)N,6.876e+02,2.786e-01
OC[C@H](CC(C)C)N,6.899e+02,2.739e-01
CC(CC(N)(C)C)O,6.715e+02,2.838e-01
CCNCCN(C)C,6.169e+02,2.526e-01
NCCCCCCN,7.024e+02,2.649e-01
NCCN(CC)CC,6.320e+02,2.573e-01
CCNCCNCC,6.313e+02,2.535e-01
CN(CCN(C)C)C,6.019e+02,2.526e-01
CCCCNCCN,6.582e+02,2.574e-01
NCCCC(CN)C,6.898e+02,2.694e-01
NCCCNC(C)C,6.402e+02,2.594e-01
CCCNCCCN,6.580e+02,2.569e-01
CNCCCN(C)C,6.190e+02,2.602e-01
CC(CC(N)(C)C)N,6.509e+02,2.725e-01
O=Cc1ccccc1,6.941e+02,3.293e-01
COc1ccccc1,6.628e+02,3.174e-01
OCc1ccccc1,7.359e+02,3.213e-01
Cc1cccc(c1)O,7.401e+02,3.186e-01
Cc1ccccc1O,7.153e+02,3.222e-01
Cc1ccc(cc1)O,7.360e+02,3.191e-01
NCc1ccccc1,6.885e+02,3.085e-01
O=CC1=CCCCC1,6.675e+02,3.088e-01
O=CC1CCC=CC1,6.768e+02,3.075e-01
O=C(C1CC1)C1CC1,6.879e+02,2.994e-01
O=C1CCCC=C1C,6.881e+02,3.032e-01
CC1=CC(=O)CCC1,6.821e+02,3.072e-01
CC1CC(=O)C=CC1,6.779e+02,3.030e-01
O=C1CCC=C(C1)C,6.849e+02,3.062e-01
CC1=CCC(=O)CC1,6.889e+02,3.030e-01
C/C=C/C=C/C(=O)C,6.692e+02,2.691e-01
CC/C=C/C=C/C=O,6.551e+02,2.743e-01
O=C1CCCCCC1,6.711e+02,3.023e-01
CC(=O)C1CCCC1,6.545e+02,2.891e-01
O=CC1CCCCC1,6.472e+02,3.007e-01
C=CCC(/C=C/C)O,6.371e+02,2.682e-01
C=CCC(CC=C)O,6.341e+02,2.681e-01
CCCC/C=C/C=O,6.294e+02,2.691e-01
CCC/C=C/CC=O,6.213e+02,2.687e-01
CCCCC(=O)C=C,6.323e+02,2.630e-01
CC/C=C/CC(=O)C,6.163e+02,2.691e-01
C=CCCCC(=O)C,6.220e+02,2.701e-01
CCC(=O)CCC=C,6.120e+02,2.686e-01
CCC/C=C\C(=O)C,6.670e+02,2.659e-01
CC=CCCC(=O)C,6.171e+02,2.708e-01
C/C=C/C(=O)C(C)C,6.093e+02,2.675e-01
CC(C(=O)C)CC=C,6.091e+02,2.717e-01
CC(C=C)CC(=O)C,6.148e+02,2.691e-01
C=CC(=O)CC(C)C,6.318e+02,2.662e-01
CC(/C=C/C(=O)C)C,6.266e+02,2.673e-01
CC(=CCC(=O)C)C,6.417e+02,2.727e-01
CC(=C)CCC(=O)C,6.328e+02,2.681e-01
CC1CCCCC1=O,6.410e+02,3.014e-01
CC1CCCC(=O)C1,6.445e+02,2.968e-01
CC1CCC(=O)CC1,6.466e+02,2.972e-01
OC1CCCCC1=C,6.707e+02,2.976e-01
C=CCC(C=O)(C)C,5.957e+02,2.730e-01
CC/C=C\CCC=O,6.339e+02,2.710e-01
C[C@@H]1CCCC(=O)C1,6.488e+02,2.978e-01
OCC1CCC=CC1,6.937e+02,3.025e-01
C[C@H]1CCCC(=O)C1,6.434e+02,2.975e-01
C=CC1CCCNC1,6.375e+02,2.802e-01
CCCCCCC=O,6.144e+02,2.626e-01
CCCC(CC=O)C,6.128e+02,2.639e-01
CCCCCC(=O)C,6.131e+02,2.614e-01
CCCCC(=O)CC,6.074e+02,2.615e-01
CCCC(=O)CCC,6.024e+02,2.627e-01
CCCC(C(=O)C)C,6.038e+02,2.655e-01
CCC(CC(=O)C)C,6.107e+02,2.662e-01
CC(CCC(=O)C)C,6.099e+02,2.635e-01
CCCC(=O)C(C)C,5.989e+02,2.612e-01
CCC(=O)C(CC)C,5.997e+02,2.627e-01
CCC(=O)CC(C)C,6.025e+02,2.631e-01
CCC(C(=O)C)CC,6.039e+02,2.656e-01
CCC(C(=O)C)(C)C,5.963e+02,2.710e-01
CC(C(C(=O)C)C)C,6.070e+02,2.674e-01
CC(=O)CC(C)(C)C,5.944e+02,2.705e-01
CCC(=O)C(C)(C)C,5.853e+02,2.686e-01
CC(C(=O)C(C)C)C,5.963e+02,2.609e-01
CC1(O)CCCCC1,6.283e+02,2.916e-01
C[C@@H]1CCCC[C@@H]1O,6.410e+02,2.921e-01
C[C@H]1CCCC[C@@H]1O,6.390e+02,2.919e-01
C[C@H]1CCC[C@H](C1)O,6.598e+02,2.870e-01
C[C@H]1CCC[C@@H](C1)O,6.426e+02,2.915e-01
CC1CCC(CC1)O,6.401e+02,2.921e-01
CC1CCCCC1O,6.390e+02,2.933e-01
OC1CCCCCC1,6.687e+02,3.009e-01
OCC1CCCCC1,6.684e+02,2.927e-01
OCCC1CCCC1,6.831e+02,2.875e-01
CCCC(CC=C)O,6.189e+02,2.609e-01
CCCC(/C=C/C)O,6.261e+02,2.605e-01
C=CCCCC(O)C,6.236e+02,2.662e-01
CCC(CCC=C)O,6.197e+02,2.606e-01
CCCC/C=C\CO,6.710e+02,2.618e-01
CCCC/C=C/CO,6.654e+02,2.599e-01
C/C=C/C(C(C)C)O,6.210e+02,2.598e-01
C=CCCC(O)(C)C,6.093e+02,2.666e-01
CCC=C(C(O)C)C,6.403e+02,2.637e-01
CC(CC)(CC=C)O,6.063e+02,2.661e-01
C=CC(CC(C)C)O,6.353e+02,2.596e-01
COC1CCCCC1,5.924e+02,2.895e-01
CCCCC(C=C)O,6.322e+02,2.609e-01
OCCC/C=C\CC,6.613e+02,2.636e-01
CC1CCCC(C1)O,6.616e+02,2.888e-01
CCCCOCC=C,5.631e+02,2.553e-01
CNC1CCCCC1,6.162e+02,2.812e-01
NCC1CCCCC1,6.487e+02,2.787e-01
C[C@H]1CCCC[C@H]1N,6.255e+02,2.850e-01
C[C@@H]1CCCC[C@H]1N,6.355e+02,2.797e-01
C[C@@H]1CCC[C@@H](C1)N,6.388e+02,2.780e-01
C[C@@H]1CCC[C@H](C1)N,6.423e+02,2.781e-01
CC1CCC(CC1)N,6.300e+02,2.804e-01
CC1CCCC(N1)C,5.966e+02,2.774e-01
CC1(C)CCCNC1,6.104e+02,2.735e-01
CC1CCC(CN1)C,6.048e+02,2.768e-01
CC1CNCC(C1)C,6.191e+02,2.687e-01
CCN1CCCCC1,6.172e+02,2.669e-01
CCC1CCCCN1,6.139e+02,2.750e-01
CCC1CCNCC1,6.304e+02,2.741e-01
C1CCCCNCC1,6.654e+02,2.805e-01
NC1CCCCCC1,6.315e+02,2.918e-01
C[C@@H]1CCC[C@@H](N1)C,6.020e+02,2.766e-01
CC1CCCC(C1)N,6.316e+02,2.805e-01
CC1CCCCC1N,6.330e+02,2.791e-01
CCN(CC=C)CC,5.778e+02,2.442e-01
CC1(C)CCNCC1,6.224e+02,2.762e-01
CCCCCCCO,6.392e+02,2.569e-01
CCCCCC(O)C,6.154e+02,2.570e-01
CCCCC(CC)O,6.068e+02,2.547e-01
CCCC(CCC)O,6.065e+02,2.540e-01
CCCCC(CO)C,6.253e+02,2.582e-01
CCCC(CCO)C,6.352e+02,2.633e-01
OCCCC(CC)C,6.395e+02,2.618e-01
OCCCCC(C)C,6.383e+02,2.569e-01
CCCCC(O)(C)C,5.948e+02,2.629e-01
CCCC(C(O)C)C,6.041e+02,2.626e-01
CCC(CC(O)C)C,6.092e+02,2.626e-01
CC(CCC(O)C)C,6.119e+02,2.611e-01
CCCC(C(C)C)O,5.935e+02,2.593e-01
CCCC(CC)(O)C,5.947e+02,2.620e-01
CCC(C(CC)C)O,5.950e+02,2.646e-01
CCC(CC(C)C)O,6.027e+02,2.567e-01
CCCC(CO)CC,6.259e+02,2.603e-01
OCCC(CC)CC,6.407e+02,2.621e-01
CCCC(CO)(C)C,6.114e+02,2.636e-01
CCC(C(CO)C)C,6.317e+02,2.621e-01
OCC(CC(C)C)C,6.263e+02,2.594e-01
OCCC(CC)(C)C,6.408e+02,2.661e-01
OCCC(C(C)C)C,6.446e+02,2.633e-01
OCCCC(C)(C)C,6.324e+02,2.644e-01
CCC(C(O)C)CC,6.065e+02,2.640e-01
CCC(C(O)(C)C)C,5.996e+02,2.670e-01
CC(CC(O)(C)C)C,5.964e+02,2.618e-01
CCC(C(O)C)(C)C,6.003e+02,2.679e-01
CC(C(O)C)C(C)C,6.137e+02,2.638e-01
CC(CC(C)(C)C)O,5.987e+02,2.660e-01
CCC(CC)(CC)O,5.883e+02,2.653e-01
CCC(C(C)(C)C)O,5.865e+02,2.631e-01
CCC(C(C)C)(O)C,5.961e+02,2.645e-01
OC(C(C)C)C(C)C,5.945e+02,2.610e-01
CCC(CO)(CC)C,6.159e+02,2.664e-01
CCC(C(C)C)CO,6.298e+02,2.624e-01
OCC(C(C)C)(C)C,6.244e+02,2.661e-01
OCC(C(C)(C)C)C,6.298e+02,2.676e-01
CC(C(C)(C)C)(O)C,5.980e+02,2.641e-01
CCCC[C@H](CC)O,6.054e+02,2.567e-01
CC(OC(C)(C)C)C,5.221e+02,2.608e-01
CCCOCCCC,5.499e+02,2.503e-01
CCOC(CC)(C)C,5.277e+02,2.629e-01
CCOCCC(C)C,5.510e+02,2.554e-01
CCCCCOCC,5.507e+02,2.513e-01
CCCCCCOC,5.699e+02,2.559e-01
CCCCOC(C)C,5.404e+02,2.515e-01
CCCOCC(C)C,5.413e+02,2.511e-01
CCCOC(C)(C)C,5.260e+02,2.569e-01
CCCCC[C@@H](O)C,6.128e+02,2.590e-01
CCCCC[C@H](O)C,6.136e+02,2.576e-01
CCCCCCCN,6.153e+02,2.480e-01
CC(CC(N)(C)C)C,5.847e+02,2.540e-01
CCCCCC(N)C,6.001e+02,2.475e-01
CCCC(CCC)N,5.942e+02,2.494e-01
CCCC(CCN)C,6.103e+02,2.509e-01
CCC(CC(N)C)C,5.987e+02,2.517e-01
NCCCC(CC)C,6.134e+02,2.497e-01
CCCCCCNC,5.960e+02,2.436e-01
CCCCCNCC,5.954e+02,2.408e-01
CCCCCN(C)C,5.836e+02,2.433e-01
CCCC(N(C)C)C,5.747e+02,2.476e-01
CCC(N(C)C)CC,5.740e+02,2.526e-01
CCC(CN(C)C)C,5.780e+02,2.464e-01
CC(CCN(C)C)C,5.776e+02,2.441e-01
CCC(N(C)C)(C)C,5.722e+02,2.549e-01
CC([C@@H](N(C)C)C)C,5.787e+02,2.492e-01
CN(CC(C)(C)C)C,5.708e+02,2.497e-01
CCCCN(CC)C,5.782e+02,2.425e-01
CCN(C(CC)C)C,5.729e+02,2.453e-01
CCN(CC(C)C)C,5.764e+02,2.444e-01
CCN(C(C)(C)C)C,5.685e+02,2.479e-01
CCCN(CCC)C,5.756e+02,2.439e-01
CCCN(C(C)C)C,5.726e+02,2.443e-01
CC(N(C(C)C)C)C,5.676e+02,2.485e-01
CCCN(CC)CC,5.754e+02,2.410e-01
CCN(C(C)C)CC,5.705e+02,2.434e-01
CC(NC(C)(C)C)C,5.534e+02,2.503e-01
CCCCC[C@@H](N)C,6.004e+02,2.477e-01
CCCCC[C@H](N)C,5.977e+02,2.492e-01
CCCNCCCC,5.877e+02,2.409e-01
CCCCC(CC)N,5.962e+02,2.492e-01
CC(CCC(N)C)C,5.954e+02,2.502e-01
C=Cc1ccccc1,6.267e+02,2.923e-01
C1=CC=CC=CC=C1,6.913e+02,3.060e-01
CCc1ccccc1,6.118e+02,2.817e-01
Cc1ccccc1C,6.335e+02,2.830e-01
Cc1cccc(c1)C,6.204e+02,2.834e-01
Cc1ccc(cc1)C,6.212e+02,2.816e-01
C1CC=CC=CC=C1,6.588e+02,2.957e-01
C=CC=CC=CC=C,6.045e+02,2.530e-01
C1CC=CCC=CC1,6.410e+02,2.843e-01
C=CC1CCC=CC1,6.126e+02,2.736e-01
C=CC1=CCCCC1,6.382e+02,2.764e-01
CC1=CC(=CCC1)C,6.504e+02,2.741e-01
CC1C=CC=C(C1)C,6.248e+02,2.717e-01
C=C1CCCCC1=C,6.427e+02,2.741e-01
CC(=C)/C=C/C(=C)C,6.166e+02,2.508e-01
C/C=C/C=C/C=C/C,5.997e+02,2.453e-01
C1CC2CCC1C=C2,6.189e+02,3.000e-01
C1CCC=CC=CC1,6.500e+02,2.852e-01
CCC1=CCCCC1,6.105e+02,2.704e-01
CCC1CCCC=C1,6.032e+02,2.694e-01
CCC1CCC=CC1,6.093e+02,2.671e-01
CC1=C(C)CCCC1,6.300e+02,2.708e-01
CC1CCCC(=C1)C,6.065e+02,2.665e-01
CC1CCC(=CC1)C,6.119e+02,2.666e-01
CC1=CCCCC1C,6.166e+02,2.681e-01
CC1(C)CCCC=C1,5.831e+02,2.724e-01
C[C@H]1CC=C[C@@H](C1)C,5.972e+02,2.683e-01
CC1CCC(C=C1)C,5.958e+02,2.666e-01
CC1(C)CCC=CC1,5.855e+02,2.754e-01
C[C@@H]1CC=CC[C@H]1C,6.011e+02,2.705e-01
C=CCC1CCCC1,5.972e+02,2.597e-01
C1CCCC=CCC1,6.397e+02,2.777e-01
C=CCCCCC=C,5.726e+02,2.433e-01
C/C=C/CC/C=C/C,5.684e+02,2.419e-01
CC(=CC=C(C)C)C,6.079e+02,2.449e-01
CC=C1CCCCC1,6.190e+02,2.664e-01
CC1CCC=CCC1,6.241e+02,2.712e-01
C=CC1CCCCC1,5.972e+02,2.678e-01
CCCCCCC=C,5.644e+02,2.377e-01
CCCCC/C=C/C,5.654e+02,2.393e-01
CCCCC/C=C\C,5.738e+02,2.393e-01
CCCC/C=C\CC,5.701e+02,2.397e-01
CCCC/C=C/CC,5.635e+02,2.377e-01
CCC/C=C/CCC,5.583e+02,2.416e-01
CCC/C=C\CCC,5.671e+02,2.410e-01
CCCCCC(=C)C,5.735e+02,2.412e-01
CC(C=C)CCCC,5.589e+02,2.398e-01
CCCC(CC=C)C,5.613e+02,2.432e-01
CC(CC)CCC=C,5.630e+02,2.404e-01
C=CCCCC(C)C,5.605e+02,2.392e-01
CCCCC=C(C)C,5.760e+02,2.417e-01
CC=CCC(CC)C,5.642e+02,2.387e-01
C/C=C/CCC(C)C,5.643e+02,2.392e-01
CC=CCCC(C)C,5.624e+02,2.404e-01
CCC=CCC(C)C,5.567e+02,2.390e-01
CCCC=CC(C)C,5.566e+02,2.381e-01
CCC/C=C/C(C)C,5.593e+02,2.366e-01
CCC/C=C(/CC)\C,5.725e+02,2.395e-01
CCCC=C(CC)C,5.713e+02,2.411e-01
CCC/C(=C/CC)/C,5.702e+02,2.429e-01
CC/C=C/C(CC)C,5.549e+02,2.383e-01
CCC=CC(CC)C,5.534e+02,2.388e-01
CC/C=C/CC(C)C,5.567e+02,2.398e-01
CCCCC(=C)CC,5.726e+02,2.418e-01
CCCC(C(=C)C)C,5.691e+02,2.424e-01
CCC(CC(=C)C)C,5.743e+02,2.416e-01
C=CC(CC(C)C)C,5.583e+02,2.393e-01
CCC(CC=C)(C)C,5.554e+02,2.443e-01
C=CCC(C(C)C)C,5.678e+02,2.416e-01
C=CCCC(C)(C)C,5.540e+02,2.427e-01
CCCC(=CC)CC,5.753e+02,2.426e-01
C/C=C/C(CC)CC,5.532e+02,2.430e-01
CCCC(=C(C)C)C,5.932e+02,2.462e-01
CC(CC=C(C)C)C,5.703e+02,2.431e-01
CCC(C(=CC)C)C,5.695e+02,2.429e-01
CCC(/C(=C/C)/C)C,5.743e+02,2.421e-01
CC=C(CC(C)C)C,5.741e+02,2.444e-01
C/C=C\C(C(C)C)C,5.635e+02,2.452e-01
CCC=C(CC)CC,5.704e+02,2.426e-01
CC/C=C\C(C)(C)C,5.642e+02,2.434e-01
CC/C=C/C(C)(C)C,5.411e+02,2.436e-01
CCC=C(C(C)C)C,5.656e+02,2.408e-01
CC/C=C(/C(C)C)\C,5.666e+02,2.389e-01
CCC(=CC(C)C)C,5.627e+02,2.405e-01
CC(/C=C\C(C)C)C,5.572e+02,2.393e-01
CC/C(=C(\CC)/C)/C,5.950e+02,2.454e-01
CC/C(=C(/CC)\C)/C,5.905e+02,2.445e-01
CCCC(=C)CCC,5.728e+02,2.414e-01
CCCC(=C)C(C)C,5.685e+02,2.420e-01
CCC(=C)C(CC)C,5.671e+02,2.413e-01
CCC(=C)CC(C)C,5.716e+02,2.417e-01
CCC(C(=C)C)CC,5.690e+02,2.439e-01
CCC(C(=C)C)(C)C,5.716e+02,2.464e-01
CC(=C)CC(C)(C)C,5.709e+02,2.435e-01
C=CC(C(C)C)(C)C,5.557e+02,2.508e-01
C=CC(C(C)(C)C)C,5.524e+02,2.489e-01
CCC(=C(C)C)CC,5.878e+02,2.488e-01
CC(C(=C(C)C)C)C,5.955e+02,2.462e-01
CC(=CC(C)(C)C)C,5.684e+02,2.476e-01
C/C=C(/C(C)(C)C)\C,5.676e+02,2.481e-01
CC(C(=C)C(C)C)C,5.596e+02,2.430e-01
CCC(=C)C(C)(C)C,5.655e+02,2.458e-01
CC(CCOC(=O)C)C,6.135e+02,2.813e-01
CC(=O)OCOC(=O)C,6.267e+02,3.449e-01
O=COCC(OC=O)C,6.913e+02,3.633e-01
COC(=O)C(OC)OC,6.290e+02,3.408e-01
COC(OC)(OC)OC,5.682e+02,3.282e-01
CC(C(=O)OCC=C)O,6.841e+02,3.161e-01
CC(=C)C(=O)OCCO,6.968e+02,3.165e-01
CCOC(=O)C(C=C)O,6.997e+02,3.192e-01
CCOC(=O)CCC=O,6.900e+02,3.200e-01
CC(=O)CC(C(=O)C)O,8.077e+02,3.299e-01
CC(COC(=O)C=C)O,6.777e+02,3.142e-01
COC(=O)CCC(=O)C,6.899e+02,3.186e-01
CC(=O)CCOC(=O)C,6.739e+02,3.230e-01
O=C1COC(OC1)(C)C,6.871e+02,3.497e-01
COCCOC(=O)C=C,6.302e+02,3.128e-01
O=CCCCC(C=O)O,8.291e+02,3.354e-01
OCCCOC(=O)C=C,7.278e+02,3.399e-01
COC(=O)C(=C)C(O)C,7.284e+02,3.232e-01
CCOC(=O)C(=C)CO,7.311e+02,3.235e-01
CCOCCOC(=O)C,5.965e+02,3.066e-01
CC1OC(C)OC(O1)C,6.609e+02,3.109e-01
CCC(OC(=O)CO)C,6.984e+02,3.113e-01
CCOCC(=O)OCC,6.099e+02,3.066e-01
CCOC(=O)CC(O)C,7.093e+02,3.164e-01
CCOC(=O)C(O)(C)C,6.629e+02,3.164e-01
OCCC(=O)OC(C)C,7.159e+02,3.139e-01
CC(OC(=O)[C@@H](O)C)C,6.684e+02,3.094e-01
COC(C(=O)C)(OC)C,6.317e+02,3.128e-01
CCOC(=O)C[C@H](O)C,7.111e+02,3.157e-01
OCC1(C)COCOC1,7.007e+02,3.462e-01
CC(OC(=O)C(O)C)C,6.683e+02,3.098e-01
OCC(C(=O)OC)(C)C,6.955e+02,3.169e-01
COCCCC(=O)OC,6.322e+02,3.092e-01
COC(CC(=O)C)OC,6.408e+02,3.107e-01
COCC(OC(=O)C)C,5.926e+02,3.061e-01
COCCC(=O)OCC,6.349e+02,3.068e-01
COC(COC(=O)C)C,5.977e+02,3.098e-01
CNCCC(=O)OCC,6.527e+02,2.981e-01
OCCN1CCOCC1,7.553e+02,3.206e-01
CN(CCOC(=O)C)C,6.306e+02,2.947e-01
CCOC(=O)CN(C)C,6.384e+02,2.949e-01
CCOC(=O)CC(N)C,6.692e+02,3.039e-01
COC(=O)CCN(C)C,6.419e+02,2.946e-01
NCCN1CCOCC1,7.214e+02,3.046e-01
OCCN1CCNCC1,8.006e+02,3.067e-01
COCCOCCOC,6.086e+02,2.920e-01
OCCOCCOCC,6.621e+02,3.003e-01
CCOCOCOCC,5.497e+02,2.967e-01
OCC(OCC)OCC,6.260e+02,2.992e-01
COC(COC)COC,6.012e+02,2.964e-01
COCCC(OC)OC,6.065e+02,3.040e-01
CCC(OC)(OC)OC,5.842e+02,3.018e-01
NCC(OCC)OCC,5.998e+02,2.929e-01
COCCNCCOC,6.519e+02,2.821e-01
OCCOCCN(C)C,6.862e+02,2.850e-01
NCCN1CCNCC1,7.566e+02,2.953e-01
N1CCNCCNCC1,8.037e+02,3.037e-01
OCCNCC(N)(C)C,7.450e+02,2.844e-01
CNCCOCCNC,6.588e+02,2.754e-01
OCCCNCC(N)C,7.622e+02,2.882e-01
O=Cc1ccc(cc1)O,8.958e+02,3.536e-01
O=Cc1ccccc1O,7.987e+02,3.594e-01
O=Cc1cccc(c1)O,8.880e+02,3.557e-01
O=C1C=CC(=O)C(=C1)C,8.018e+02,3.613e-01
O=COc1ccccc1,7.153e+02,3.541e-01
COc1ccccc1O,7.814e+02,3.424e-01
COc1ccc(cc1)O,8.090e+02,3.432e-01
COc1cccc(c1)O,8.104e+02,3.493e-01
C=CCOC(=O)C=CC,6.118e+02,2.945e-01
C/C=C/C=C/C(=O)OC,6.549e+02,2.956e-01
C/C=C/C=C\C(=O)OC,6.537e+02,2.962e-01
CCCCOC(=O)C=C,6.158e+02,2.871e-01
C=CC(=O)OCC(C)C,6.088e+02,2.856e-01
CCCOC(=O)C(=C)C,6.085e+02,2.858e-01
CC(OC(=O)C(=C)C)C,5.881e+02,2.872e-01
CCCC(=O)OCC=C,5.920e+02,2.883e-01
O=COC1CCCCC1,6.575e+02,3.186e-01
CC(=O)CCCC(=O)C,7.151e+02,2.909e-01
CC(=O)CC(C(=O)C)C,7.078e+02,2.914e-01
CCOC(=O)C1CCC1,6.463e+02,2.992e-01
CCOC(=O)C=C(C)C,6.401e+02,2.903e-01
CC/C=C/CC(=O)OC,6.148e+02,2.881e-01
CCC=C(C(=O)OC)C,6.226e+02,2.900e-01
COC(=O)CC(=CC)C,6.216e+02,2.925e-01
CCC(=CC(=O)OC)C,6.434e+02,2.933e-01
C=CC(=O)OC(C)(C)C,5.778e+02,2.855e-01
COC1CCCCC1=O,6.657e+02,3.164e-01
CC/C=C(/C(=O)OC)\C,6.221e+02,2.921e-01
C=CCCCOC(=O)C,6.185e+02,2.907e-01
CCOC(=O)C1CC1C,6.139e+02,2.994e-01
CC(=O)OCC=C(C)C,6.181e+02,2.915e-01
CC/C=C\CCOC=O,6.462e+02,2.934e-01
CC1OC(C)CC(=O)C1,6.752e+02,3.139e-01
CCN1CCC(=O)CC1,6.991e+02,2.967e-01
CCCCCCOC=O,6.245e+02,2.845e-01
CCCCCOC(=O)C,6.080e+02,2.823e-01
CCCC(OC(=O)C)C,5.857e+02,2.838e-01
CCC(COC(=O)C)C,6.009e+02,2.844e-01
CCC(OC(=O)C)CC,5.845e+02,2.822e-01
CCC(OC(=O)C)(C)C,5.690e+02,2.850e-01
CC(=O)OC(C(C)C)C,5.768e+02,2.873e-01
CC(=O)OCC(C)(C)C,5.689e+02,2.846e-01
CCCCOC(=O)CC,6.011e+02,2.796e-01
CCC(=O)OCC(C)C,5.946e+02,2.817e-01
CCC(OC(=O)CC)C,5.791e+02,2.818e-01
CCC(=O)OC(C)(C)C,5.595e+02,2.816e-01
CCCOC(=O)CCC,5.973e+02,2.817e-01
CCCC(=O)OC(C)C,5.790e+02,2.816e-01
CC(OC(=O)C(C)C)C,5.714e+02,2.776e-01
CCCOC(=O)C(C)C,5.900e+02,2.782e-01
CCOC(=O)CC(C)C,5.950e+02,2.832e-01
CCOC(=O)C(C)(C)C,5.741e+02,2.814e-01
CCOC(=O)[C@@H](CC)C,5.877e+02,2.835e-01
CCCCC(=O)OCC,5.985e+02,2.834e-01
CCC(C(=O)OC)CC,5.925e+02,2.815e-01
CCCCCC(=O)OC,6.065e+02,2.822e-01
CCOC(OCC)C=C,5.755e+02,2.747e-01
CC(CC(=O)C(C)C)O,7.071e+02,2.899e-01
COC(CC(=O)C)(C)C,6.401e+02,2.898e-01
CCOC(=O)C(CC)C,5.874e+02,2.819e-01
CCN(CC(=O)C)CC,6.502e+02,2.684e-01
CCN1CCCC(C1)O,7.247e+02,2.886e-01
OCC1CCCN(C1)C,7.267e+02,2.979e-01
OCCN1CCCCC1,7.282e+02,2.904e-01
OCCC1CCCCN1,7.388e+02,2.981e-01
OCCC1CCNCC1,7.770e+02,2.997e-01
OCC1CCCCN1C,7.174e+02,2.972e-01
CC(N1CCOCC1)C,6.312e+02,2.911e-01
CCN1CCCC(C1)N,6.853e+02,2.807e-01
CN1CCN(C(C1)C)C,6.647e+02,2.760e-01
NCCN1CCCCC1,7.016e+02,2.798e-01
NC1CCC(C(C1)N)C,7.321e+02,2.969e-01
CC(N1CCNCC1)C,6.556e+02,2.801e-01
CCCCOCC(O)C,6.275e+02,2.722e-01
CCC(OCC)OCC,5.508e+02,2.685e-01
CCOC(OCC)(C)C,5.536e+02,2.767e-01
CCCOCOCCC,5.578e+02,2.693e-01
CCCCCOCCO,6.570e+02,2.722e-01
COCCOC(C)(C)C,5.669e+02,2.780e-01
CC(COC(C)(C)C)O,6.023e+02,2.776e-01
CC(COCC(O)C)C,6.240e+02,2.694e-01
CCCCOCCOC,5.863e+02,2.743e-01
CCCCOCCCO,6.560e+02,2.774e-01
OCCCOCC(C)C,6.499e+02,2.762e-01
CCN(CC(O)C)CC,6.534e+02,2.649e-01
OCC(N(CC)CC)C,6.627e+02,2.701e-01
OCCCN(CC)CC,6.782e+02,2.640e-01
OCCNCC(CC)C,6.934e+02,2.648e-01
CCCCOCCCN,6.353e+02,2.663e-01
CCC(C(C(C)C)O)N,6.717e+02,2.733e-01
NCCCN(CC)CC,6.573e+02,2.572e-01
NCCCCCCCN,7.169e+02,2.603e-01
CN(CCCN(C)C)C,6.305e+02,2.530e-01
CNCCN(CC)CC,6.425e+02,2.476e-01
NCC(CN(C)C)(C)C,6.525e+02,2.620e-01
CCN(CC(N)C)CC,6.422e+02,2.574e-01
CC(=O)c1ccccc1,7.240e+02,3.154e-01
O=Cc1ccc(cc1)C,7.168e+02,3.139e-01
O=CCc1ccccc1,7.185e+02,3.150e-01
O=Cc1ccccc1C,7.132e+02,3.179e-01
O=Cc1cccc(c1)C,7.178e+02,3.136e-01
C=Cc1ccccc1O,7.377e+02,3.164e-01
